,f_id,item,veg_or_non_veg
305175,fd842227,Boneless Chicken Tikka ( 8 Pcs),Non-veg
305176,fd842229,Chicken Kabab ( 8 Pcs),Non-veg
305177,fd842230,Chicken Manchurian/ 65/ Chilli,Non-veg
305178,fd842232,Dahi Samosa Chole,Veg
305179,fd842236,Bread Pakora (stuffed),Veg
305180,fd842247,Allu Puri,Veg
305181,fd842248,Bhature Chole,Veg
305182,fd842257,Langar Dal,Veg
305183,fd842258,Soya Chaap Masala/ Achari,Veg
305184,fd842267,Amritsari Aloo,Veg
305185,fd842268,Began Ka Bhartha,Veg
305186,fd842269,Bhindi Fry/ Masala,Veg
305187,fd842288,Egg Masala / Curry,Non-veg
305188,fd842327,Veg Pulao ( 650 Ml),Veg
305189,fd842328,Peas Pulao ( 650 Ml),Veg
305190,fd842329,Kashmiri Pulao ( 650ml),Veg
305191,fd842331,Curd Rice( 650 Ml),Veg
305192,fd842333,Ghee Rice ( 650 Ml),Veg
305193,fd842344,Chicken Tikka Biryani ( 1000 Ml),Non-veg
305194,fd842345,Khushka (biryani Rice),Non-veg
305195,fd842353,Paneer Tikka Masala Meal Box,Veg
305196,fd842354,Matar Paneer+ Dal Makhani Meal Box,Veg
305197,fd842355,Aloo Gobi+ Punjabi Chole Meal Box,Veg
305198,fd842356,Soya Chaap Masala Meal Box,Veg
305199,fd842357,Bhindi Fry+ Dal Fry Meal Box,Veg
305200,fd842358,Mushroom Masala+ Dal Makhani Meal Box,Veg
305201,fd842359,Began Bhartha+ Langar Dal Meal Box,Veg
305202,fd842361,Kadai Egg+ Dal Makhani Meal Box,Non-veg
305203,fd842362,Egg Bhurji Meal Box,Non-veg
305204,fd842363,Egg Curry Meal Box,Non-veg
305205,fd842364,Handi Chicken+ Dal Fry Meal Box,Non-veg
305206,fd842365,Chicken Tikka Masala Meal Box,Non-veg
305207,fd842366,Butter Chicken+ Dal Makhani Meal Box,Non-veg
305208,fd842367,Chicken Kolapuri+ Langar Dal Meal Box,Non-veg
305209,fd842368,Chicken Fried Rice With,Non-veg
305210,fd842369,Veg Fried Rice With Choice Of Manchurian,Veg
305211,fd842372,Saag Thali,Veg
305212,fd842377,Maharaja Egg Thali,Non-veg
305213,fd842378,Punjabi Egg Thali,Non-veg
305214,fd842380,Maharaja Chicken Thali,Non-veg
305215,fd842381,Punjabi Chicken Thali,Non-veg
305216,fd842384,Butter Chicken Ghee Rice,Non-veg
305217,fd842387,Dal Tadka Ghee Rice,Veg
305218,fd842392,Namkeen Lassi (Chaas),Veg
305219,fd842394,Maaza (150 Ml),Veg
305220,fd842399,Homely Meal Veg,Veg
305221,fd842400,Homely Non- Veg Meal,Non-veg
305222,fd842401,Veg Galawati Kebab Roll,Veg
305223,fd842403,Chicken Malai Tikka Roll Single,Non-veg
305224,fd842404,Mutton Galouti Kebab Roll,Non-veg
305225,fd842406,Panjabi Aloo Paratha,Veg
305226,fd842407,Panjabi Panner Paratha,Veg
305227,fd842408,Panjabi Onion Paratha,Veg
305228,fd842410,Panjabi Chicken Stuff Paratha,Non-veg
305229,fd842411,Panjabi Gobi Paratha,Veg
305230,fd842417,Veg Galawati,Veg
305231,fd842419,Special Chicken Tikka,Non-veg
305232,fd842420,Special Chicken Malai Tikka,Non-veg
305233,fd842424,Murg Kabab With Honey Garlic Sauces,Non-veg
305234,fd842426,Wings Kabab With Honey Garlic Sauces,Non-veg
305235,fd842427,Aloo Gobi Mattar Chatpata Dry,Veg
305236,fd842428,Tawa Veg- Dry,Veg
305237,fd842429,Aloo Jeera- Dry,Veg
305238,fd842438,Green Peas Mushroom,Veg
305239,fd842473,Whole Wheat Tawa Phulka,Veg
305240,fd842474,Whole Wheat Tawa Butter Phulka,Veg
305241,fd842475,Whole Wheat Tandoori Roti,Veg
305242,fd842476,Whole Wheat Tandoori Butter Roti,Veg
305243,fd842480,Tandoori Butter Kulcha,Non-veg
305244,fd842481,Whole Wheat Tandoori Lachchha Paratha,Veg
305245,fd842482,Lucknowiz Ulta Tawa Paratha,Non-veg
305246,fd842483,Whole Wheat Rumali Roti,Veg
305247,fd842489,Lucknowiz Veg Biryani,Veg
305248,fd842492,Lucknowiz Chicken Biryani,Non-veg
305249,fd842504,Keshariya Lassi,Veg
305250,fd842508,Lucknowiz Chicken Biryani + Gulab Jamun,Non-veg
305251,fd842509,Lucknowiz Veg Biryani + Gulab Jamun,Veg
305252,fd842510,Veg Maharaja Thali + Gulab Jamun,Veg
305253,fd842512,Gajar Matar & Masoor Dal,Veg
305254,fd842513,Palak Soya Chaap & Kaddu,Veg
305255,fd842514,Roasted Gobi & Broccoli with Methi Shakkarkand,Veg
305256,fd842515,Kaddu & Masoor Dal,Veg
305257,fd842516,Paneer Shimlamirch & Gajar Matar,Veg
305258,fd842517,Kala Chana & Yam with Beetroot Poriyal,Veg
305259,fd842518,Turai & Masoor Dal,Veg
305260,fd842519,Chatpata Sprouts & Beans Carrot Poriyal,Veg
305261,fd842520,Palak Soya Chaap & Gajar Matar,Veg
305262,fd842521,Roasted Gobi & Broccoli with Beetroot Poriyal,Veg
305263,fd842522,Paneer Shimlamirch & Kaddu,Veg
305264,fd842523,Chatpata Sprouts & Beetroot Poriyal,Veg
305265,fd842524,Anda Curry & Gajar Matar,Non-veg
305266,fd842525,Palak Murgh & Masoor Dal,Non-veg
305267,fd842526,Coastal Chicken & Beans Carrot Poriyal,Non-veg
305268,fd842527,Anda Curry & Masoor Dal,Non-veg
305269,fd842528,Coastal Chicken & Turai,Non-veg
305270,fd842529,Anda Curry & Kaddu,Non-veg
305271,fd842530,Palak Murgh & Gajar Matar,Non-veg
305272,fd842531,Coastal Chicken & Gajar Matar,Non-veg
305273,fd842532,Palak Murgh & Kaddu,Non-veg
305274,fd842533,The Everything Plate,Veg
305275,fd842534,The Grain Free plate,Veg
305276,fd842536,Kaddu Ki Sabzi,Veg
305277,fd842537,Turai Chana dal,Veg
305278,fd842538,Methi Shakkarkand,Veg
305279,fd842539,Chatpata Sprouts,Veg
305280,fd842540,Roasted Broccoli & Gobi,Veg
305281,fd842541,Yam Kala Chana,Veg
305282,fd842542,Masoor Dal Palak,Veg
305283,fd842543,Beans Carrot Poriyal,Veg
305284,fd842544,Beetroot Poriyal,Veg
305285,fd842545,Palak-Coated Soya Chaap,Veg
305286,fd842546,Paneer Shimlamirch,Veg
305287,fd842548,Palak Murgh,Non-veg
305288,fd842549,Brown Rice Pulao,Veg
305289,fd842550,Jeera Millets,Veg
305290,fd842551,Ajwaini Chapati (2pcs),Veg
305291,fd842552,Palak Chapati (2pcs),Veg
305292,fd842553,Whole Wheat Chapati (2pcs),Veg
305293,fd842554,Classic Dal & Brown Rice Khichdi,Veg
305294,fd842555,Lehsuni Brown Rice Khichdi,Veg
305295,fd842556,Methi Palak Brown Rice Khichdi,Veg
305296,fd842557,Kala Chana & Sprouts Chaat,Veg
305297,fd842558,Ragi Coconut Ladoo (3 pcs),Veg
305298,fd842559,Til & Jaggery Ladoo (3 pcs),Veg
305299,fd842560,Moong Dal and Jaggery Halwa,Veg
305300,fd842561,Pumpkin and Jaggery Halwa,Veg
305301,fd842569,Onion Circles,Veg
305302,fd842588,Mixed Veg Rice Bowl,Veg
305303,fd842589,Szechuan Chicken Rice Bowl,Non-veg
305304,fd842635,Mixed Veg Quesadilla,Veg
305305,fd842649,Chicken Tikka Quesadilla Combo,Non-veg
305306,fd842650,Mixed Veg Quesadilla Combo,Veg
305307,fd842651,Paneer Tikka Quesadilla Combo,Veg
305308,fd842661,Jamun Kala Khatta,Veg
305309,fd842662,Strawberry Peach Milkshake,Veg
305310,fd842671,Crunchy Masala Chicken,Non-veg
305311,fd842677,Cheesy Chicken Sticks,Non-veg
305312,fd842685,Hungery Bird Burger,Non-veg
305313,fd842688,Dawn to Dusk,Non-veg
305314,fd842689,One Way or Another,Non-veg
305315,fd842690,Chilly Willy Nilly,Non-veg
305316,fd842691,The Farmers Fest,Veg
305317,fd842693,Cottage Cheese Breakfast,Veg
305318,fd842694,Flying Piligrim,Veg
305319,fd842695,"Chick, Chicken & Me",Non-veg
305320,fd842696,Smile at 154,Non-veg
305321,fd842697,Belly Be Good,Non-veg
305322,fd842698,Meat Your Maker,Non-veg
305323,fd842699,Lock Stock & Barrel,Non-veg
305324,fd842700,Open Arms,Veg
305325,fd842701,Fix my Mix,Non-veg
305326,fd842702,Wake & Bake,Veg
305327,fd842703,Bare Necessity,Non-veg
305328,fd842706,Sunny Side-Up,Non-veg
305329,fd842709,Mushroom & Spinach Omelette,Non-veg
305330,fd842711,"Mushroom, Corn & Cheese Omelette",Non-veg
305331,fd842712,"Corn, Spinach & Jalapeno Omelette",Non-veg
305332,fd842713,BBQ Chicken Cheese Omelette,Non-veg
305333,fd842714,BBQ Beef Cheese Omelette,Non-veg
305334,fd842717,"Bacon, Mushroom & Cheese Omelette",Non-veg
305335,fd842718,Mixed Meat Omelette,Non-veg
305336,fd842719,Crab Meat Omelette,Non-veg
305337,fd842721,Egg White Scrambled Eggs,Non-veg
305338,fd842722,Egg White Corn and Mushroom Omelette,Non-veg
305339,fd842723,Egg White Masala Omelette,Non-veg
305340,fd842724,Egg White Spinach Omelette,Non-veg
305341,fd842725,Egg White Mushroom Omelette,Non-veg
305342,fd842726,Egg White Mushroom & Spinach Omelette,Non-veg
305343,fd842727,Egg White Chicken Omelette,Non-veg
305344,fd842728,Classic Pancake with Maple Syrup,Non-veg
305345,fd842729,Chocolaty Twist Pancake,Non-veg
305346,fd842730,Banana & Honey Pancake,Non-veg
305347,fd842731,Banana Split Pancake,Non-veg
305348,fd842732,Banana & Peanut Butter Pancake,Non-veg
305349,fd842733,Nutella Pancake,Non-veg
305350,fd842734,Choco Chip Pancake,Non-veg
305351,fd842735,Seasonal Fruit & Berry Pancake,Non-veg
305352,fd842736,154 Triple - Play Pancake,Non-veg
305353,fd842737,Classic Waffle with Melted Butter & Honey,Non-veg
305354,fd842738,Banana Split Waffle,Non-veg
305355,fd842739,Banana & Chocolate Waffle,Non-veg
305356,fd842740,Nutella Waffle,Non-veg
305357,fd842741,Choco Chip Waffle,Non-veg
305358,fd842742,Seasonal Fruit & Berry Waffle,Non-veg
305359,fd842743,Bacon & Chicken Waffle,Non-veg
305360,fd842744,Classic French Toast,Non-veg
305361,fd842745,Chocolate French Toast,Non-veg
305362,fd842746,Caramelized Banana and Honey French Toast,Non-veg
305363,fd842747,Nutella & Banana French Toast,Non-veg
305364,fd842748,Baked Beans on Toast,Veg
305365,fd842750,Mushroom Ragout on Toast,Veg
305366,fd842751,Pepper Mushroom on Toast,Veg
305367,fd842752,Pumpkin and Ginger Soup,Veg
305368,fd842756,Goodness Me,Veg
305369,fd842759,"Spinach, Corn & Cheese Sandwich",Veg
305370,fd842762,BBQ Chicken & Cheese Sandwich,Non-veg
305371,fd842763,Ham and Cheese Croissant,Non-veg
305372,fd842764,Steak Sandwich,Non-veg
305373,fd842766,"Ham, Bacon and Cheese Sandwich",Non-veg
305374,fd842767,B. L. T. Sandwich,Non-veg
305375,fd842768,154 All-Meat Sandwich,Non-veg
305376,fd842769,Crabmeat Sandwich,Non-veg
305377,fd842770,Classic Mac and cheese,Veg
305378,fd842772,Penne A-la Funghi,Veg
305379,fd842776,Mushroom Corn Cheese Burger,Veg
305380,fd842780,The Fat Boy,Non-veg
305381,fd842781,JUICY LUCY,Non-veg
305382,fd842782,Mixed Pork Burger,Non-veg
305383,fd842783,Papa's Favorite,Non-veg
305384,fd842785,Tenderloin Steak,Non-veg
305385,fd842787,Grilled Fish with Caper Butter,Non-veg
305386,fd842788,Legume et de riz,Veg
305387,fd842789,Stroganoff,Non-veg
305388,fd842790,Cranberry Chicken,Non-veg
305389,fd842792,Bacon Wrapped Steak,Non-veg
305390,fd842794,Chocolate Topping,Veg
305391,fd842795,Blueberry Fruit Filling,Veg
305392,fd842796,Strawberry Fruit Filling,Veg
305393,fd842803,Ham,Non-veg
305394,fd842805,Garlic Sautéed Mushrooms,Veg
305395,fd842808,Bacon,Non-veg
305396,fd842811,Mushroom Ragout,Veg
305397,fd842819,Coffee Tonic,Veg
305398,fd842824,Iced Matcha Espresso Latte,Veg
305399,fd842825,Iced Turmeric Latte,Veg
305400,fd842826,Iced Turmeric Espresso Latte,Veg
305401,fd842835,Paneer Manchurian Biryani,Veg
305402,fd842840,Egg Manchurian Biryani,Non-veg
305403,fd842845,Tangdi Kabab Chicken Biryani,Non-veg
305404,fd842853,Brownie Bash,Veg
305405,fd842856,Creamy Vanilla Milkshake,Veg
305406,fd842857,Butterscotch Grand Milkshake,Veg
305407,fd842864,Oreo Madness Milkshake,Veg
305408,fd842865,Snickers Surprise Milkshake,Veg
305409,fd842868,Naughty Nutella Milkshake,Veg
305410,fd842871,Irish Coffee Milkshake,Veg
305411,fd842872,Banana Gulkand Milkshake,Veg
305412,fd842873,Dry Fruit Delight Milkshake,Veg
305413,fd842875,Creamy Vanilla Icecream,Veg
305414,fd842876,Chocolate Chip Icecream,Veg
305415,fd842877,Seethapal Icecream,Veg
305416,fd842878,Nut Cut Icecream,Veg
305417,fd842879,Dulce De Leche Icecream,Veg
305418,fd842880,Orange Fruity Icecream,Veg
305419,fd842883,Arabian Delight Icecream,Veg
305420,fd842884,Kesar Icecream,Veg
305421,fd842886,Blackcurrent Icecream,Veg
305422,fd842887,Chikoo Icecream,Veg
305423,fd842888,Mango Icecream,Veg
305424,fd842889,Irish Coffee Icecream,Veg
305425,fd842890,Belgian Chocolate Icecream,Veg
305426,fd842891,Swiss Chocolate Icecream,Veg
305427,fd842905,Veg Butter Galic Noodles,Veg
305428,fd842915,Veh Singapore Noodles,Veg
305429,fd842923,Chicken Asian Noodles,Non-veg
305430,fd842927,Dragaon Chicken,Non-veg
305431,fd842937,Veg Crispy Chilli,Veg
305432,fd842940,Smoodies Super Sugarcane Juice,Veg
305433,fd842941,Oreo Crumble Milkshake A Ushj,Veg
305434,fd842943,Chicken Burger + Chicken Pops + Coke(250 Ml),Non-veg
305435,fd842953,Hot & Spicy Fingers Chips,Veg
305436,fd842954,Hot And Spicy Potato Wedge,Veg
305437,fd842957,Dry Crispy Fried Chicken Wings,Non-veg
305438,fd842959,Spicy Chicken Garlic Fingers,Non-veg
305439,fd842960,Gulkand Bananas Grilled Sandwich,Veg
305440,fd842961,Dark Choco Bananas Cheese Grilled Sandwich,Veg
305441,fd842963,Corn Capsicum Cheese Grilled Sandwich,Veg
305442,fd842965,Fried Egg Cheese Grilled Sandwich,Non-veg
305443,fd842967,Aloo Corn Spinach Burger,Veg
305444,fd842969,Desi Chicken Cheese Burger,Non-veg
305445,fd842971,Fried Yummy Veg Momos,Veg
305446,fd842974,Fried Chicken Bbq Momos,Non-veg
305447,fd843006,"Mango & Pineapple Vegan Smoothie: Sugar-Free (200ML, 128 Kcal)",Veg
305448,fd843010,Corn Cheese Sandwich + Chicken Nuggets + Coke (250ml),Non-veg
305449,fd843011,Chicken Grill Sandwich + Chicken Pops + Coke (250ml),Non-veg
305450,fd843012,Chicken Cheese Sandwich + Fried Chicken Momos + French Fries + Coke (250ml),Non-veg
305451,fd843013,Veg Cheese Sandwich + Fried Veg Momos + Potato Pops + Coke (250ml),Veg
305452,fd843014,Veg Grill Sandwich + H And S Wings + French Fries + Coke (250ml),Veg
305453,fd843015,Veg Grill Sandwich + French Fries + Smooodies Super Sugarcane Juice (250ml),Veg
305454,fd843016,Veg Burger + Potato Pops + Coke (250 ml),Veg
305455,fd843017,Chicken Burger + Chicken Pops + Coke (250ml),Non-veg
305456,fd843018,Supreme Chicken Burger + Crispy Chicken Wings + French Fries + Coke (250ml),Non-veg
305457,fd843019,Chicken Burger + Fried Chicken Momos + Potato Pops + Coke (250ml),Non-veg
305458,fd843020,Supreme Chicken Burger + French Fries + Smoodies Aam Ka Panna Juice (250ml),Non-veg
305459,fd843021,Veg Burger + Fried Veg Momos + French Fries + Coke (250ml),Veg
305460,fd843022,Kheer and Raisins Shake,Veg
305461,fd843023,Choco Nutty Brownie Shake,Veg
305462,fd843026,Caramel Kitkat Shake,Veg
305463,fd843027,Caramel Snickers Shake,Veg
305464,fd843028,Cold Frappe Coffee,Veg
305465,fd843029,Hazelnut Cold Frappease Coffee,Veg
305466,fd843030,Blue Mojito Mocktail,Veg
305467,fd843031,Green Apple  Mojito Mocktail,Veg
305468,fd843041,Joe's Chicken Burgers,Non-veg
305469,fd843042,Special Zinger Chicken Burger,Non-veg
305470,fd843050,Bread Omelet Jumbo,Non-veg
305471,fd843053,Spicy Potato Wedges,Veg
305472,fd843055,Chicken Pop Corn Fries,Non-veg
305473,fd843058,Garlic Potato Pops,Veg
305474,fd843059,Choco Peanut Butter Milk Shake,Veg
305475,fd843066,Donne Chicken Lollipop Biryani (Regular Packaging),Non-veg
305476,fd843069,Paneer Kothmeera Curry,Veg
305477,fd843071,Nati Style Chicken Curry,Non-veg
305478,fd843106,Rasmalai Cremeux,Veg
305479,fd843107,Gulab Jamoon (2Pcs),Veg
305480,fd843108,Aquafina,Veg
305481,fd843110,7Up 250ml,Veg
305482,fd843112,Donne Chicken Lollipop Biryani + Pepsi 250ml,Non-veg
305483,fd843119,Mutton Boti Dry,Non-veg
305484,fd843121,Mutton Boti  Masala,Non-veg
305485,fd843127,Chicken Mugali,Non-veg
305486,fd843138,Bangada Fry,Non-veg
305487,fd843163,Chicken Lollipop (Special),Non-veg
305488,fd843166,Garden Special Chicken,Non-veg
305489,fd843196,Gobi Lemon,Veg
305490,fd843205,Fig Preserve Pizza,Veg
305491,fd843206,Shrooms Pizza - Veg,Veg
305492,fd843207,The Original Pizza,Veg
305493,fd843208,Smoked Garlic Pizza,Veg
305494,fd843213,Spinach Ricotta Pizza,Veg
305495,fd843215,Four Cheese Shots Pizza,Veg
305496,fd843217,Chicken and Mushroom Pizza,Non-veg
305497,fd843221,Bulls Eye Pizza,Non-veg
305498,fd843222,Prawns Pizza,Non-veg
305499,fd843224,Jalapeno and Olive Garlic Bread,Veg
305500,fd843233,Pepsi / Thums Up / Coke [600 ml],Veg
305501,fd843234,Sprite / 7UP [200 ml],Veg
305502,fd843236,Soboro Don,Non-veg
305503,fd843237,Italian Chicken Panini,Non-veg
305504,fd843252,Ghee Open Dosa,Veg
305505,fd843254,Ghee Khali Dosa,Veg
305506,fd843255,Benne Panner Dosa,Veg
305507,fd843256,Benne Mushroom Dosa,Veg
305508,fd843257,Benne Baby Corn Dosa,Veg
305509,fd843260,Benne Onion Dosa,Veg
305510,fd843264,Pudi Plain Dosa,Veg
305511,fd843270,Masala Paddu,Veg
305512,fd843277,Small Idli [2pieces],Veg
305513,fd843280,Masala Mirchi Bajji,Veg
305514,fd843282,Dosa with Chicken Curry,Non-veg
305515,fd843283,Idli with Chicken Curry,Non-veg
305516,fd843292,Kathal Biryani - Serves 2,Veg
305517,fd843295,Chicken 65 Biryani Boneless - Serves 2,Non-veg
305518,fd843301,Andhra Rasam with Steamed Rice,Veg
305519,fd843302,Andhra Rasam & Aloo Fry with Steamed Rice,Veg
305520,fd843307,Palak Pappu & Andhra Rasam with Steamed Rice,Veg
305521,fd843318,Homestyle Dal Tadka with Rice,Veg
305522,fd843323,Special Homestyle Dal Tadka with Rice,Veg
305523,fd843324,"Homestyle Dal Tadka, Marwadi Aloo & Rice",Veg
305524,fd843332,Simple Dal Palak Khichdi,Veg
305525,fd843336,Rajma Chawal & Marwadi Aloo,Veg
305526,fd843338,Homestyle Dal Tadka (500g),Veg
305527,fd843339,Rajma (500g),Veg
305528,fd843359,Gur Para (Pack of 4),Veg
305529,fd843405,Onion and Pickle,Veg
305530,fd843434,Claypot Kolkata Mini Family Combo - Chicken,Non-veg
305531,fd843436,Claypot Kolkata Mini Family Combo - Mutton,Non-veg
305532,fd843453,Mutton Galouti Kebab With Ulta Tava Paratha,Non-veg
305533,fd843463,Zero Coke 330ml,Veg
305534,fd843469,Matka Kesari Phirni 200g,Veg
305535,fd843474,Prawn Crackers,Non-veg
305536,fd843475,Japanese Omelette,Non-veg
305537,fd843476,Classic Steamed Edamame,Veg
305538,fd843477,Sambal & Honey Edamame,Veg
305539,fd843478,Butter Garlic Edamame,Veg
305540,fd843479,"Soy, Ginger & Shichimi Edamame",Veg
305541,fd843480,Spicy Soy Basil Dumpling,Veg
305542,fd843481,Taiwanese Prawn Shumai,Non-veg
305543,fd843482,Lion's Head Dumpling,Non-veg
305544,fd843483,Classic Chicken Gyoza,Non-veg
305545,fd843484,Seafood & Chili Oil Gyoza,Non-veg
305546,fd843485,"Corn, Chestnut & Spinach Dumpling",Veg
305547,fd843486,Mushroom & Edamame Dumpling,Veg
305548,fd843488,Calamari Tempura,Non-veg
305549,fd843489,Chicken Tempura,Non-veg
305550,fd843490,Shiitake Tempura,Veg
305551,fd843491,Green Tempura,Veg
305552,fd843492,Fried Aubergine Bao,Veg
305553,fd843493,Sweet & Sour Tofu Bao,Veg
305554,fd843494,Exotic Mushroom Bao,Veg
305555,fd843495,Fish & Bell Pepper Bao,Non-veg
305556,fd843496,Chicken Katsu Bao,Non-veg
305557,fd843497,Sambal Shrimp Bao,Non-veg
305558,fd843498,Korean Lamb Cutlet Bao,Non-veg
305559,fd843499,Soft Shell Crab & Basil Bao,Non-veg
305560,fd843500,Avo Mango Roll,Veg
305561,fd843501,Panko Shiitake Roll,Veg
305562,fd843502,Asparagus & Tofu Roll,Veg
305563,fd843503,Cheese California Roll,Non-veg
305564,fd843504,Tempura Roll,Non-veg
305565,fd843505,Salmon Roll,Non-veg
305566,fd843506,Dynamite Roll,Non-veg
305567,fd843507,Tuna California Roll,Non-veg
305568,fd843508,Wasabi,Veg
305569,fd843509,Kappa Maki,Veg
305570,fd843510,Oshinko Maki,Veg
305571,fd843511,Philadelphia Maki,Veg
305572,fd843512,Crabstick Maki,Non-veg
305573,fd843515,Tamago Nigiri,Non-veg
305574,fd843516,Crabstick Nigiri,Non-veg
305575,fd843517,Shrimp Nigiri,Non-veg
305576,fd843518,Tuna Nigiri,Non-veg
305577,fd843519,Veg Nigiri Set,Veg
305578,fd843520,Classic Nigiri Set (8 Pcs),Non-veg
305579,fd843521,Korean Egg Roll,Non-veg
305580,fd843522,The Big Veg Gimbap,Veg
305581,fd843523,Crazy 'shroom Gimbap,Veg
305582,fd843524,Chicken Katsu Gimbap,Non-veg
305583,fd843525,Lamb Bulgogi Gimbap,Non-veg
305584,fd843526,Ramen Yasai,Veg
305585,fd843527,Ramen Chicken,Non-veg
305586,fd843528,Ramen Seafood,Non-veg
305587,fd843529,Korean Ramen Veg,Veg
305588,fd843530,Korean Ramen Prawn,Non-veg
305589,fd843531,Korean Ramen Chicken,Non-veg
305590,fd843532,Japanese Fried Rice Prawn,Non-veg
305591,fd843533,Japanese Fried Rice Chicken,Non-veg
305592,fd843534,Japanese Fried Rice Veg,Veg
305593,fd843535,Sushi Platter For 2 (veg) - 20 Pieces,Veg
305594,fd843536,Sushi Platter For 2 (non-veg) - 20 Pieces,Non-veg
305595,fd843537,Sushi Platter For 3-4 (veg) - 30 Pieces,Veg
305596,fd843538,Sushi Platter For 3-4 (non-veg) - 30 Pieces,Non-veg
305597,fd843539,Exotic Nigiri Platter - 10 Pieces,Non-veg
305598,fd843540,Original Kombucha,Veg
305599,fd843541,Rosé Kombucha,Veg
305600,fd843544,Sera'S Spl Cripsy Butterfly Shrimps,Non-veg
305601,fd843549,Ghee Rice Half,Veg
305602,fd843550,Puttu ( Set Of 2),Veg
305603,fd843551,Oats Puttu ( Set Of 2),Veg
305604,fd843555,Egg Fritters,Non-veg
305605,fd843556,Sera'S Spl Chicken Kebab,Non-veg
305606,fd843561,Sera's Nadan Chicken Fry,Non-veg
305607,fd843562,Prawns Masala Dry Fry,Non-veg
305608,fd843565,Sera'S Spl Cheese Sandwich,Veg
305609,fd843567,Sera'S Spl Chicken Cheese Sandwich,Non-veg
305610,fd843570,Extra Chicken Stuffing,Non-veg
305611,fd843575,Puri ( Set Of 3 ),Veg
305612,fd843576,Prawns Coconut Sukka,Non-veg
305613,fd843577,Egg Coconut Sukka,Non-veg
305614,fd843579,Egg Coconut Gravy,Non-veg
305615,fd843580,Special Egg Masala,Non-veg
305616,fd843584,Chef's Special Green Chilli Chicken,Non-veg
305617,fd843587,Ghee Rice Full,Veg
305618,fd843589,Ghee Rice Combo,Non-veg
305619,fd843590,3 Chapati Chicken Kabab And Chicken Curry,Non-veg
305620,fd843591,"3kerala Parotta, Chicken Kabab And Chicken Curry",Non-veg
305621,fd843592,Exclusive Non Veg Combo,Non-veg
305622,fd843600,Mushroom Chili Garlic Fried Rice,Veg
305623,fd843608,Sangai Veg Fried Rice,Veg
305624,fd843615,Chicken Wok Fried Rice,Non-veg
305625,fd843618,Schezwan-Noodle Chicken,Non-veg
305626,fd843621,Mushroom Chilli Garlic Noodles,Veg
305627,fd843623,Paneer Chili Garlic Noodles,Veg
305628,fd843627,Veg Schezwan Mushroom Noodle,Veg
305629,fd843635,Panner Schezwan Momos,Veg
305630,fd843641,Babycon Manchurian,Veg
305631,fd843643,Mushroom-manchurian,Veg
305632,fd843645,Gobi-65,Veg
305633,fd843649,Chicken Black-pepper Sauce,Non-veg
305634,fd843650,Chicken Wings Schezwan,Non-veg
305635,fd843653,Chili Garlic Chicken,Non-veg
